type,origin,destination,weight
work,150120,150114,434
work,150120,150115,692
work,150120,150116,511
work,150120,150117,180
work,150120,150118,70
work,150120,150119,128
work,150120,150120,9446
work,150120,150122,2525
work,150120,150123,26
work,150120,150124,3
work,150120,150125,62
work,150120,150126,7
work,150120,150127,2
work,150120,150128,110
work,150120,150129,2
work,150120,150130,802
work,150120,150131,3665
work,150120,150132,162
work,150120,150133,87
work,150120,150134,97
work,150120,150135,221
work,150120,150136,1156
work,150120,150137,130
work,150120,150139,1
work,150120,150140,992
work,150120,150141,468
work,150120,150142,90
work,150120,150143,42
work,150122,150101,2460
work,150122,150102,10
work,150122,150103,624
work,150122,150104,796
work,150122,150105,244
work,150122,150106,6
work,150122,150107,12
work,150122,150108,905
work,150122,150109,10
work,150122,150110,72
work,150122,150111,71
work,150122,150112,70
work,150122,150113,1186
work,150122,150114,872
work,150122,150115,945
work,150122,150116,619
work,150122,150117,145
work,150122,150118,88
work,150122,150119,281
work,150122,150120,707
work,150122,150122,23551
work,150122,150123,96
work,150122,150124,8
work,150122,150125,43
work,150122,150126,29
work,150122,150127,7
work,150122,150128,105
work,150122,150129,4
work,150122,150130,1355
work,150122,150131,7583
work,150122,150132,151
work,150122,150133,155
work,150122,150134,169
work,150122,150135,181
work,150122,150136,762
work,150122,150137,172
work,150122,150138,2
work,150122,150139,1
work,150122,150140,2547
work,150122,150141,1383
work,150122,150142,233
work,150122,150143,81
work,150123,150101,1248
work,150123,150102,13
work,150123,150103,1933
work,150123,150104,105
work,150123,150105,96
work,150123,150106,27
work,150123,150107,26
work,150123,150108,376
work,150123,150109,619
work,150123,150110,62
work,150123,150111,174
work,150123,150112,31
work,150123,150113,214
work,150123,150114,7762
work,150123,150115,1471
work,150123,150116,270
work,150123,150117,111
work,150123,150118,204
work,150123,150119,1458
work,150123,150120,130
work,150123,150122,873
work,150123,150123,22154
work,150123,150124,23
work,150123,150125,57
work,150123,150126,91
work,150123,150127,22
work,150123,150128,99
work,150123,150129,36
work,150123,150130,1041
work,150123,150131,997
work,150123,150132,353
work,150123,150133,292
work,150123,150134,376
work,150123,150135,108
work,150123,150136,163
work,150123,150137,1472
work,150123,150138,1
work,150123,150139,1
work,150123,150140,1546
work,150123,150141,267
work,150123,150142,400
work,150123,150143,222
work,150124,150101,140
work,150124,150102,4
work,150124,150103,23
work,150124,150104,12
work,150124,150105,9
work,150124,150107,1
work,150124,150108,48
work,150124,150109,4
work,150124,150110,5
work,150124,150111,3
work,150124,150112,3
work,150124,150113,15
work,150124,150114,22
work,150124,150115,22
work,150124,150116,10
work,150124,150117,11
work,150124,150118,8
work,150124,150119,235
work,150124,150120,2
work,150124,150122,46
work,150124,150123,25
work,150124,150124,4485
work,150124,150125,7
work,150124,150126,64
work,150124,150127,30
work,150124,150128,4
work,150124,150129,79
work,150124,150130,23
work,150124,150131,42
work,150124,150132,22
work,150124,150133,34
work,150124,150134,12
work,150124,150135,9
work,150124,150136,6
work,150124,150137,19
work,150124,150138,5
work,150124,150140,60
work,150124,150141,14
work,150124,150142,56
work,150124,150143,18
work,150125,150101,7407
work,150125,150102,1411
work,150125,150103,1083
work,150125,150104,252
work,150125,150105,921
work,150125,150106,1797
work,150125,150107,28
work,150125,150108,611
work,150125,150109,40
work,150125,150110,4597
work,150125,150111,255
work,150125,150112,2181
work,150125,150113,1266
work,150125,150114,788
work,150125,150115,2299
work,150125,150116,748
work,150125,150117,9689
work,150125,150118,505
work,150125,150119,492
work,150125,150120,515
work,150125,150122,2071
work,150125,150123,74
work,150125,150124,41
work,150125,150125,77370
work,150125,150126,43
work,150125,150127,6
work,150125,150128,874
work,150125,150129,30
work,150125,150130,1073
work,150125,150131,2311
work,150125,150132,1080
work,150125,150133,231
work,150125,150134,337
work,150125,150135,4086
work,150125,150136,1102
work,150125,150137,958
work,150125,150139,81
work,150125,150140,1696
work,150125,150141,586
work,150125,150142,414
work,150125,150143,124
work,150126,150101,238
work,150126,150102,3
work,150126,150103,97
work,150126,150104,30
work,150126,150105,18
work,150126,150106,2
work,150126,150107,2
work,150126,150108,189
work,150126,150109,12
work,150126,150110,6
work,150126,150111,17
work,150126,150112,6
work,150126,150113,34
work,150126,150114,74
work,150126,150115,150
work,150126,150116,27
work,150126,150117,14
work,150126,150118,18
work,150126,150119,932
work,150126,150120,8
work,150126,150122,162
work,150126,150123,73
work,150126,150124,11
work,150126,150125,4
work,150126,150126,3764
work,150126,150127,51
work,150126,150128,15
work,150126,150129,60
work,150126,150130,63
work,150126,150131,128
work,150126,150132,47
work,150126,150133,165
work,150126,150134,34
work,150126,150135,11
work,150126,150136,14
work,150126,150137,56
work,150126,150138,4
work,150126,150139,4
work,150126,150140,189
work,150126,150141,62
work,150126,150142,318
work,150126,150143,66
work,150127,150101,122
work,150127,150102,2
work,150127,150103,26
work,150127,150104,12
work,150127,150105,7
work,150127,150106,4
work,150127,150107,1
work,150127,150108,53
work,150127,150109,2
work,150127,150110,3
work,150127,150111,5
work,150127,150112,4
work,150127,150113,15
work,150127,150114,30
work,150127,150115,40
work,150127,150116,6
work,150127,150117,10
work,150127,150118,3
work,150127,150119,527
work,150127,150120,8
work,150127,150122,59
work,150127,150123,47
work,150127,150124,13
work,150127,150125,3
work,150127,150126,143
work,150127,150127,1421
work,150127,150128,5
work,150127,150129,140
work,150127,150130,33
work,150127,150131,57
work,150127,150132,13
work,150127,150133,34
work,150127,150134,10
work,150127,150135,11
work,150127,150136,8
work,150127,150137,5
work,150127,150138,7
work,150127,150140,91
work,150127,150141,18
work,150127,150142,33
work,150127,150143,20
work,150128,150101,11537
work,150128,150102,63
work,150128,150103,1320
work,150128,150104,256
work,150128,150105,1233
work,150128,150106,129
work,150128,150107,12
work,150128,150108,600
work,150128,150109,15
work,150128,150110,564
work,150128,150111,302
work,150128,150112,823
work,150128,150113,1778
work,150128,150114,759
work,150128,150115,3174
work,150128,150116,1487
work,150128,150117,1173
work,150128,150118,415
work,150128,150119,291
work,150128,150120,562
work,150128,150122,2643
work,150128,150123,26
work,150128,150124,32
work,150128,150125,286
work,150128,150126,27
work,150128,150127,4
work,150128,150128,34031
work,150128,150129,10
work,150128,150130,1169
work,150128,150131,3323
work,150128,150132,2005
work,150128,150133,223
work,150128,150134,370
work,150128,150135,1524
work,150128,150136,755
work,150128,150137,956
work,150128,150139,3
work,150128,150140,1416
work,150128,150141,728
work,150128,150142,279
work,150128,150143,95
work,150129,150101,92
work,150129,150103,18
work,150129,150104,18
work,150129,150105,6
work,150129,150107,3
work,150129,150108,54
work,150129,150109,2
work,150129,150110,1
work,150129,150111,1
work,150129,150112,1
work,150129,150113,21
work,150129,150114,38
work,150129,150115,29
work,150129,150116,12
work,150129,150117,4
work,150129,150118,3
work,150129,150119,323
work,150129,150120,9
work,150129,150122,57
work,150129,150123,30
work,150129,150124,29
work,150129,150125,1
work,150129,150126,96
work,150129,150127,67
work,150129,150128,4
work,150129,150129,1958
work,150129,150130,32
work,150129,150131,52
work,150129,150132,4
work,150129,150133,28
work,150129,150134,14
work,150129,150135,5
work,150129,150136,6
work,150129,150137,13
work,150129,150138,81
work,150129,150140,89
work,150129,150141,23
work,150129,150142,27
work,150129,150143,10
work,150130,150101,3512
work,150130,150102,30
work,150130,150103,1366
work,150130,150104,321
work,150130,150105,413
work,150130,150106,32
work,150130,150107,19
work,150130,150108,764
work,150130,150109,28
work,150130,150110,115
work,150130,150111,186
work,150130,150112,140
work,150130,150113,1591
work,150130,150114,1505
work,150130,150115,2485
work,150130,150116,768
work,150130,150117,225
work,150130,150118,224
work,150130,150119,380
work,150130,150120,559
work,150130,150122,3997
work,150130,150123,60
work,150130,150124,14
work,150130,150125,86
work,150130,150126,16
work,150130,150127,3
work,150130,150128,171
work,150130,150129,11
work,150130,150130,17259
work,150130,150131,7007
work,150130,150132,401
work,150130,150133,369
work,150130,150134,720
work,150130,150135,296
work,150130,150136,589
work,150130,150137,383
work,150130,150138,2
work,150130,150139,3
work,150130,150140,3870
work,150130,150141,1583
work,150130,150142,293
work,150130,150143,155
work,150131,150101,1629
work,150131,150102,7
work,150131,150103,349
work,150131,150104,240
work,150131,150105,194
work,150131,150106,10
work,150131,150107,8
work,150131,150108,391
work,150131,150109,11
work,150131,150110,53
work,150131,150111,50
work,150131,150112,66
work,150131,150113,950
work,150131,150114,518
work,150131,150115,729
work,150131,150116,602
work,150131,150117,104
work,150131,150118,56
work,150131,150119,138
work,150131,150120,611
work,150131,150122,3052
work,150131,150123,44
work,150131,150124,4
work,150131,150125,39
work,150131,150126,9
work,150131,150127,1
work,150131,150128,74
work,150131,150129,4
work,150131,150130,834
work,150131,150131,13918
work,150131,150132,101
work,150131,150133,64
work,150131,150134,109
work,150131,150135,121
work,150131,150136,513
work,150131,150137,94
work,150131,150138,1
work,150131,150140,1153
work,150131,150141,529
work,150131,150142,89
work,150131,150143,39
work,150132,150101,44527
work,150132,150102,282
work,150132,150103,8178
work,150132,150104,970
work,150132,150105,3686
work,150132,150106,407
work,150132,150107,146
work,150132,150108,2962
work,150132,150109,114
work,150132,150110,1411
work,150132,150111,3703
work,150132,150112,1394
work,150132,150113,5868
work,150132,150114,4824
work,150132,150115,25339
work,150132,150116,4345
work,150132,150117,2732
work,150132,150118,4249
work,150132,150119,1904
work,150132,150120,2120
work,150132,150122,9114
work,150132,150123,347
work,150132,150124,148
work,150132,150125,1085
work,150132,150126,135
work,150132,150127,41
work,150132,150128,4133
work,150132,150129,58
work,150132,150130,7609
work,150132,150131,11243
work,150132,150132,275919
work,150132,150133,1698
work,150132,150134,2604
work,150132,150135,2899
work,150132,150136,2610
work,150132,150137,7812
work,150132,150138,9
work,150132,150139,16
work,150132,150140,8341
work,150132,150141,3138
work,150132,150142,2046
work,150132,150143,815
work,150133,150101,6094
work,150133,150102,59
work,150133,150103,2532
work,150133,150104,1220
work,150133,150105,650
work,150133,150106,72
work,150133,150107,52
work,150133,150108,7098
work,150133,150109,79
work,150133,150110,268
work,150133,150111,384
work,150133,150112,160
work,150133,150113,1655
work,150133,150114,2495
work,150133,150115,4384
work,150133,150116,1364
work,150133,150117,470
work,150133,150118,489
work,150133,150119,2163
work,150133,150120,717
work,150133,150122,9091
work,150133,150123,371
work,150133,150124,111
work,150133,150125,211
work,150133,150126,210
work,150133,150127,52
work,150133,150128,423
work,150133,150129,89
work,150133,150130,5359
work,150133,150131,6261
work,150133,150132,1157
work,150133,150133,74554
work,150133,150134,1258
work,150133,150135,468
work,150133,150136,730
work,150133,150137,1667
work,150133,150138,5
work,150133,150139,4
work,150133,150140,13580
work,150133,150141,4322
work,150133,150142,6003
work,150133,150143,3961
work,150134,150101,1551
work,150134,150102,7
work,150134,150103,1034
work,150134,150104,90
work,150134,150105,171
work,150134,150106,8
work,150134,150107,11
work,150134,150108,227
work,150134,150109,9
work,150134,150110,48
work,150134,150111,143
work,150134,150112,51
work,150134,150113,484
work,150134,150114,482
work,150134,150115,3327
work,150134,150116,397
work,150134,150117,100
work,150134,150118,116
work,150134,150119,158
work,150134,150120,160
work,150134,150122,855
work,150134,150123,34
work,150134,150124,12
work,150134,150125,27
work,150134,150126,2
work,150134,150127,1
work,150134,150128,90
work,150134,150129,2
work,150134,150130,1553
work,150134,150131,1286
work,150134,150132,238
work,150134,150133,143
work,150134,150134,9668
work,150134,150135,88
work,150134,150136,180
work,150134,150137,484
work,150134,150139,2
work,150134,150140,977
work,150134,150141,364
work,150134,150142,161
work,150134,150143,71
work,150135,150101,28334
work,150135,150102,427
work,150135,150103,3437
work,150135,150104,736
work,150135,150105,3785
work,150135,150106,1205
work,150135,150107,67
work,150135,150108,1948
work,150135,150109,71
work,150135,150110,4591
work,150135,150111,900
work,150135,150112,6345
work,150135,150113,5933
work,150135,150114,2130
work,150135,150115,6959
work,150135,150116,3042
work,150135,150117,15096
work,150135,150118,1106
work,150135,150119,1144
work,150135,150120,2322
work,150135,150122,7273
work,150135,150123,132
work,150135,150124,84
work,150135,150125,2887
work,150135,150126,69
work,150135,150127,32
work,150135,150128,3152
work,150135,150129,32
work,150135,150130,3613
work,150135,150131,10099
work,150135,150132,2975
work,150135,150133,689
work,150135,150134,998
work,150135,150135,128232
work,150135,150136,5746
work,150135,150137,2459
work,150135,150138,3
work,150135,150139,29
work,150135,150140,4351
work,150135,150141,2253
work,150135,150142,857
work,150135,150143,332
work,150136,150101,6196
work,150136,150102,44
work,150136,150103,890
work,150136,150104,311
work,150136,150105,1104
work,150136,150106,82
work,150136,150107,15
work,150136,150108,792
work,150136,150109,17
work,150136,150110,287
work,150136,150111,191
work,150136,150112,273
work,150136,150113,3089
work,150136,150114,889
work,150136,150115,1525
work,150136,150116,1215
work,150136,150117,643
work,150136,150118,178
work,150136,150119,350
work,150136,150120,2919
work,150136,150122,4803
work,150136,150123,61
work,150136,150124,19
work,150136,150125,200
work,150136,150126,19
work,150136,150127,2
work,150136,150128,312
work,150136,150129,10
work,150136,150130,1721
work,150136,150131,6576
work,150136,150132,449
work,150136,150133,168
work,150136,150134,253
work,150136,150135,725
work,150136,150136,25342
work,150136,150137,334
work,150136,150138,4
work,150136,150139,3
work,150136,150140,1864
work,150136,150141,1008
work,150136,150142,196
work,150136,150143,75
work,150137,150101,5130
work,150137,150102,41
work,150137,150103,8927
work,150137,150104,120
work,150137,150105,493
work,150137,150106,79
work,150137,150107,94
work,150137,150108,634
work,150137,150109,96
work,150137,150110,199
work,150137,150111,1816
work,150137,150112,219
work,150137,150113,896
work,150137,150114,3754
work,150137,150115,5957
work,150137,150116,683
work,150137,150117,516
work,150137,150118,1231
work,150137,150119,551
work,150137,150120,326
work,150137,150122,1485
work,150137,150123,189
work,150137,150124,16
work,150137,150125,203
work,150137,150126,35
work,150137,150127,4
work,150137,150128,465
work,150137,150129,13
work,150137,150130,1510
work,150137,150131,2072
work,150137,150132,1556
work,150137,150133,332
work,150137,150134,1454
work,150137,150135,444
work,150137,150136,375
work,150137,150137,46347
work,150137,150139,6
work,150137,150140,2098
work,150137,150141,623
work,150137,150142,425
work,150137,150143,234
work,150138,150101,7
work,150138,150103,3
work,150138,150104,3
work,150138,150105,1
work,150138,150107,3
work,150138,150108,2
work,150138,150111,1
work,150138,150113,6
work,150138,150114,6
work,150138,150115,2
work,150138,150116,1
work,150138,150117,1
work,150138,150119,45
work,150138,150120,1
work,150138,150122,10
work,150138,150123,3
work,150138,150124,4
work,150138,150126,8
work,150138,150127,2
work,150138,150129,39
work,150138,150130,6
work,150138,150131,9
work,150138,150132,3
work,150138,150133,5
work,150138,150134,1
work,150138,150135,2
work,150138,150136,1
work,150138,150138,265
work,150138,150139,1
work,150138,150140,14
work,150138,150141,3
work,150138,150142,5
work,150138,150143,1
work,150139,150101,692
work,150139,150102,399
work,150139,150103,86
work,150139,150104,26
work,150139,150105,81
work,150139,150106,80
work,150139,150107,2
work,150139,150108,51
work,150139,150109,4
work,150139,150110,228
work,150139,150111,22
work,150139,150112,139
work,150139,150113,95
work,150139,150114,71
work,150139,150115,204
work,150139,150116,48
work,150139,150117,631
work,150139,150118,41
work,150139,150119,32
work,150139,150120,37
work,150139,150122,153
work,150139,150123,5
work,150139,150124,2
work,150139,150125,985
work,150139,150126,4
work,150139,150128,44
work,150139,150129,5
work,150139,150130,94
work,150139,150131,173
work,150139,150132,107
work,150139,150133,56
work,150139,150134,28
work,150139,150135,305
work,150139,150136,114
work,150139,150137,70
work,150139,150139,4307
work,150139,150140,156
work,150139,150141,49
work,150139,150142,59
work,150139,150143,16
work,150140,150101,7971
work,150140,150102,49
work,150140,150103,2943
work,150140,150104,2615
work,150140,150105,792
work,150140,150106,59
work,150140,150107,40
work,150140,150108,5002
work,150140,150109,63
work,150140,150110,263
work,150140,150111,449
work,150140,150112,311
work,150140,150113,3364
work,150140,150114,3665
work,150140,150115,3758
work,150140,150116,1834
work,150140,150117,639
work,150140,150118,529
work,150140,150119,1469
work,150140,150120,1332
work,150140,150122,13805
work,150140,150123,280
work,150140,150124,76
work,150140,150125,183
work,150140,150126,91
work,150140,150127,31
work,150140,150128,426
work,150140,150129,57
work,150140,150130,6044
work,150140,150131,15656
work,150140,150132,992
work,150140,150133,2938
work,150140,150134,959
work,150140,150135,565
work,150140,150136,1244
work,150140,150137,946
work,150140,150138,7
work,150140,150139,5
work,150140,150140,64725
work,150140,150141,4548
work,150140,150142,1800
work,150140,150143,1226
work,150141,150101,2393
work,150141,150102,13
work,150141,150103,567
work,150141,150104,422
work,150141,150105,251
work,150141,150106,21
work,150141,150107,13
work,150141,150108,897
work,150141,150109,13
work,150141,150110,68
work,150141,150111,104
work,150141,150112,84
work,150141,150113,934
work,150141,150114,722
work,150141,150115,1129
work,150141,150116,609
work,150141,150117,188
work,150141,150118,86
work,150141,150119,258
work,150141,150120,409
work,150141,150122,4989
work,150141,150123,78
work,150141,150124,14
work,150141,150125,45
work,150141,150126,14
work,150141,150127,3
work,150141,150128,115
work,150141,150129,11
work,150141,150130,2268
work,150141,150131,4609
work,150141,150132,276
work,150141,150133,405
work,150141,150134,252
work,150141,150135,145
work,150141,150136,379
work,150141,150137,227
work,150141,150138,1
work,150141,150139,1
work,150141,150140,2631
work,150141,150141,17751
work,150141,150142,275
work,150141,150143,169
work,150142,150101,6410
work,150142,150102,106
work,150142,150103,2308
work,150142,150104,986
work,150142,150105,595
work,150142,150106,80
work,150142,150107,48
work,150142,150108,5837
work,150142,150109,77
work,150142,150110,247
work,150142,150111,366
work,150142,150112,171
work,150142,150113,1208
work,150142,150114,1972
work,150142,150115,4715
work,150142,150116,1123
work,150142,150117,524
work,150142,150118,567
work,150142,150119,5660
work,150142,150120,673
work,150142,150122,6723
work,150142,150123,729
work,150142,150124,124
work,150142,150125,236
work,150142,150126,407
work,150142,150127,103
work,150142,150128,394
work,150142,150129,144
work,150142,150130,4200
work,150142,150131,5042
work,150142,150132,1112
work,150142,150133,6430
work,150142,150134,1313
work,150142,150135,426
work,150142,150136,605
work,150142,150137,1834
work,150142,150138,3
work,150142,150139,5
work,150142,150140,9474
work,150142,150141,3458
work,150142,150142,95215
work,150142,150143,4632
work,150143,150101,5678
work,150143,150102,76
work,150143,150103,2400
work,150143,150104,1277
work,150143,150105,620
work,150143,150106,109
work,150143,150107,50
work,150143,150108,5584
work,150143,150109,101
work,150143,150110,235
work,150143,150111,365
work,150143,150112,192
work,150143,150113,1377
work,150143,150114,2624
work,150143,150115,4303
work,150143,150116,1361
work,150143,150117,539
work,150143,150118,494
work,150143,150119,4042
work,150143,150120,698
work,150143,150122,8933
work,150143,150123,791
work,150143,150124,96
work,150143,150125,200
work,150143,150126,252
work,150143,150127,75
work,150143,150128,338
work,150143,150129,120
work,150143,150130,5329
work,150143,150131,6053
work,150143,150132,1208
work,150143,150133,9781
work,150143,150134,1233
work,150143,150135,452
work,150143,150136,703
work,150143,150137,1676
work,150143,150138,5
work,150143,150139,2
work,150143,150140,13655
work,150143,150141,4709
work,150143,150142,9391
work,150143,150143,79317
