ubigeo,aai,co,ntl,no2,o3,pm25,sairtemp,sh,so2,sradiation,swindspeed,tmmn,tmmx,urban_area
021015,0.230226725,0.02549311666666666,0.4473239,5.0816666666666664e-5,0.11643911666666668,32.0907561358284,277.8289511666667,0.00699046666666666,4.132e-4,237.557173725,3.908162633333333,0.8008774583333333,15.477309625,0
021016,0.09804841666666668,0.02795249166666666,0.3813448,4.7175e-5,0.11656805,32.511627729549,283.8005408583333,0.00961913333333333,3.7968333333333334e-4,230.01322473333337,3.7238795,6.003805516666667,21.304927541666668,0
021101,0.20044858333333332,0.03687624166666666,0.3837694,5.611666666666667e-5,0.11738854166666668,28.4575041364477,293.77174998333334,0.011578225,6.7985e-4,263.10942208333336,4.056622841666667,14.481380541666669,24.762391175,94.4639687
021102,0.37088298333333336,0.031220475,0.2999929,5.5058333333333334e-5,0.11624274166666666,27.9243903276397,286.946780825,0.00815240833333333,6.373416666666667e-4,250.75883819166663,3.4412028666666665,7.860578883333333,21.947990508333337,0
021103,0.1894187,0.037901275,0.3408235,5.4925e-5,0.1170519,26.9765957402537,295.20604963333335,0.01187411666666666,7.291833333333334e-4,264.43961275,4.252857433333333,15.751150941666667,25.522654183333337,0
021104,0.371539025,0.03313491666666667,0.3113984,5.6725e-5,0.11617498333333331,27.7728259874427,287.7368501916667,0.00867369166666666,5.453583333333334e-4,254.384150325,3.3852214833333334,9.176164225,22.783017366666662,1.5736078
021105,0.3432203833333333,0.029767025,0.2904694,5.3975e-5,0.11626075,27.7870504667433,283.96988775,0.00713933333333333,6.213916666666666e-4,250.53874253333333,3.351531083333333,4.44133455,18.611946441666667,0
021201,0.04690296666666667,0.02848270833333333,0.8363804,4.9141666666666664e-5,0.11593305,26.1854270474995,280.956143425,0.00690974166666666,3.84725e-4,243.93591266666667,2.4782611333333335,2.715404066666667,17.658045208333334,19.6252813
021202,0.15833114166666667,0.03137274166666667,0.485756,5.455e-5,0.11617165833333332,26.1493826854376,287.5155998,0.00887360833333333,4.8055833333333334e-4,246.45268705833337,2.2168400416666665,9.451075483333334,24.088794975,0
021203,0.17691100833333334,0.02997025,0.6298466,5.0241666666666664e-5,0.116249475,27.459321975708,283.82955539166664,0.00750015,4.3131666666666664e-4,251.52094675,2.360002925,4.166771108333333,19.30420255,0
021204,0.17559948333333333,0.02982404999999999,0.6001772,5.234166666666667e-5,0.116491725,27.4093025562375,283.9725038,0.0077062,4.781333333333333e-4,246.10883050833337,2.2575754083333335,5.458998616666666,20.668931916666665,0
021205,0.22163919166666665,0.02903786666666666,0.4236563,5.041666666666667e-5,0.11650703333333332,26.882758524226,282.3729886666667,0.00710263333333333,4.79825e-4,247.342038275,2.3119394416666665,3.953373158333333,18.9841322,0
021206,0.31243661666666667,0.0284437,0.3160129,4.9025e-5,0.11691780833333332,23.6355932572852,281.95553155,0.00662463333333333,4.20925e-4,246.19337278333333,2.7400955333333332,3.354873583333333,18.152071291666665,0
021207,-0.00284040833333333,0.02855940833333333,0.4582706,5.1666666666666664e-5,0.11619179166666668,27.7773584509796,280.91927585,0.00659104166666666,4.645e-4,254.13243539166663,2.43630725,4.529848583333333,19.737146425,0
021208,0.109802775,0.02633841666666666,0.3707701,4.759166666666667e-5,0.11621820833333334,25.6426666386922,277.745197275,0.00600946666666666,3.0755833333333336e-4,239.73187256666668,2.571849925,-0.3635577,14.417848066666666,9.8157231
021209,0.246784675,0.02837004166666666,0.3986874,5.2925e-5,0.11669829166666666,26.1246376037598,280.4769976416667,0.006167275,5.213833333333333e-4,251.71228774166667,2.298568075,2.222112675,17.307644191666668,0
021210,0.09269031666666668,0.02634798333333333,0.3436266,4.8658333333333335e-5,0.116201825,25.4446666505602,279.45872214166667,0.00654973333333333,3.5975e-4,238.16187275,2.5779062416666667,0.7245194333333334,15.550224075,0
