type,origin,destination,flow
Work,150128,150103,1260
Work,150128,150104,239
Work,150128,150105,1165
Work,150128,150106,121
Work,150128,150107,11
Work,150128,150108,574
Work,150128,150109,14
Work,150128,150110,512
Work,150128,150111,291
Work,150128,150112,781
Work,150128,150113,1702
Work,150128,150114,723
Work,150128,150115,2961
Work,150128,150116,1415
Work,150128,150117,1112
Work,150128,150118,391
Work,150128,150119,274
Work,150128,150120,525
Work,150128,150121,538
Work,150128,150122,2520
Work,150128,150123,25
Work,150128,150124,29
Work,150128,150125,269
Work,150128,150126,22
Work,150128,150127,4
Work,150128,150128,28733
Work,150128,150129,10
Work,150128,150130,1119
Work,150128,150131,3176
Work,150128,150132,1900
Work,150128,150133,211
Work,150128,150134,349
Work,150128,150135,1424
Work,150128,150136,720
Work,150128,150137,906
Work,150128,150139,3
Work,150128,150140,1353
Work,150128,150141,695
Work,150128,150142,267
Work,150128,150143,84
Work,150129,070101,19
Work,150129,070102,1
Work,150129,070103,1
Work,150129,070105,2
Work,150129,150101,85
Work,150129,150103,18
Work,150129,150104,15
Work,150129,150105,6
Work,150129,150107,3
Work,150129,150108,53
Work,150129,150109,2
Work,150129,150110,1
Work,150129,150112,1
Work,150129,150113,21
Work,150129,150114,35
Work,150129,150115,27
Work,150129,150116,12
Work,150129,150117,4
Work,150129,150118,3
Work,150129,150119,311
Work,150129,150120,9
Work,150129,150121,3
Work,150129,150122,54
Work,150129,150123,29
Work,150129,150124,27
Work,150129,150125,1
Work,150129,150126,89
Work,150129,150127,64
Work,150129,150128,2
Work,150129,150129,1729
Work,150129,150130,32
Work,150129,150131,49
Work,150129,150132,3
Work,150129,150133,27
Work,150129,150134,14
Work,150129,150135,5
Work,150129,150136,6
Work,150129,150137,13
Work,150129,150138,77
Work,150129,150140,86
Work,150129,150141,23
Work,150129,150142,27
Work,150129,150143,10
Work,150130,070101,1437
Work,150130,070102,128
Work,150130,070103,33
Work,150130,070104,79
Work,150130,070105,53
Work,150130,070106,55
Work,150130,150101,3427
Work,150130,150102,29
Work,150130,150103,1320
Work,150130,150104,306
Work,150130,150105,400
Work,150130,150106,31
Work,150130,150107,19
Work,150130,150108,746
Work,150130,150109,27
Work,150130,150110,114
Work,150130,150111,180
Work,150130,150112,130
Work,150130,150113,1553
Work,150130,150114,1462
Work,150130,150115,2401
Work,150130,150116,746
Work,150130,150117,219
Work,150130,150118,217
Work,150130,150119,366
Work,150130,150120,547
Work,150130,150121,315
Work,150130,150122,3888
Work,150130,150123,56
Work,150130,150124,13
Work,150130,150125,83
Work,150130,150126,16
Work,150130,150127,3
Work,150130,150128,163
Work,150130,150129,9
Work,150130,150130,15435
Work,150130,150131,6874
Work,150130,150132,386
Work,150130,150133,353
Work,150130,150134,700
Work,150130,150135,283
Work,150130,150136,569
Work,150130,150137,377
Work,150130,150138,1
Work,150130,150139,3
Work,150130,150140,3777
Work,150130,150141,1529
Work,150130,150142,281
Work,150130,150143,154
Work,150131,070101,727
Work,150131,070102,58
Work,150131,070103,32
Work,150131,070104,20
Work,150131,070105,19
Work,150131,070106,46
Work,150131,150101,1593
Work,150131,150102,6
Work,150131,150103,341
Work,150131,150104,231
Work,150131,150105,191
Work,150131,150106,9
Work,150131,150107,6
Work,150131,150108,386
Work,150131,150109,11
Work,150131,150110,46
Work,150131,150111,49
Work,150131,150112,63
Work,150131,150113,935
Work,150131,150114,506
Work,150131,150115,695
Work,150131,150116,587
Work,150131,150117,100
Work,150131,150118,55
Work,150131,150119,135
Work,150131,150120,599
Work,150131,150121,234
Work,150131,150122,2968
Work,150131,150123,42
Work,150131,150124,4
Work,150131,150125,39
Work,150131,150126,8
Work,150131,150127,1
Work,150131,150128,71
Work,150131,150129,4
Work,150131,150130,814
Work,150131,150131,13046
Work,150131,150132,97
Work,150131,150133,62
Work,150131,150134,108
Work,150131,150135,121
Work,150131,150136,502
Work,150131,150137,91
Work,150131,150138,1
Work,150131,150140,1126
Work,150131,150141,520
Work,150131,150142,86
Work,150131,150143,38
Work,150132,070101,6280
Work,150132,070102,332
Work,150132,070103,172
Work,150132,070104,250
Work,150132,070105,111
Work,150132,070106,503
Work,150132,070107,4
Work,150132,150101,42404
Work,150132,150102,268
Work,150132,150103,7904
Work,150132,150104,938
Work,150132,150105,3497
Work,150132,150106,379
Work,150132,150107,144
Work,150132,150108,2809
Work,150132,150109,112
Work,150132,150110,1326
Work,150132,150111,3506
Work,150132,150112,1330
Work,150132,150113,5679
Work,150132,150114,4629
Work,150132,150115,24060
Work,150132,150116,4126
Work,150132,150117,2588
Work,150132,150118,4064
Work,150132,150119,1827
Work,150132,150120,2031
Work,150132,150121,1950
Work,150132,150122,8730
Work,150132,150123,336
Work,150132,150124,133
Work,150132,150125,1031
Work,150132,150126,125
Work,150132,150127,41
Work,150132,150128,3918
Work,150132,150129,57
Work,150132,150130,7327
Work,150132,150131,10852
Work,150132,150132,242141
Work,150132,150133,1617
Work,150132,150134,2496
Work,150132,150135,2744
Work,150132,150136,2489
Work,150132,150137,7495
Work,150132,150138,9
Work,150132,150139,15
Work,150132,150140,8030
Work,150132,150141,3034
Work,150132,150142,1945
Work,150132,150143,771
Work,150133,070101,1370
Work,150133,070102,59
Work,150133,070103,25
Work,150133,070104,60
Work,150133,070105,30
Work,150133,070106,106
Work,150133,150101,5812
Work,150133,150102,59
Work,150133,150103,2435
Work,150133,150104,1169
Work,150133,150105,617
Work,150133,150106,69
Work,150133,150107,47
Work,150133,150108,6805
Work,150133,150109,76
Work,150133,150110,253
Work,150133,150111,359
Work,150133,150112,151
Work,150133,150113,1594
Work,150133,150114,2399
Work,150133,150115,4161
Work,150133,150116,1324
Work,150133,150117,452
Work,150133,150118,454
Work,150133,150119,2082
Work,150133,150120,686
Work,150133,150121,467
Work,150133,150122,8760
Work,150133,150123,355
Work,150133,150124,103
Work,150133,150125,196
Work,150133,150126,201
Work,150133,150127,49
Work,150133,150128,402
Work,150133,150129,84
Work,150133,150130,5138
Work,150133,150131,6056
Work,150133,150132,1102
Work,150133,150133,64562
Work,150133,150134,1196
Work,150133,150135,436
Work,150133,150136,696
Work,150133,150137,1608
Work,150133,150138,4
Work,150133,150139,4
Work,150133,150140,12992
Work,150133,150141,4127
Work,150133,150142,5745
Work,150133,150143,3776
Work,150134,070101,310
Work,150134,070102,46
Work,150134,070103,7
Work,150134,070104,16
Work,150134,070105,3
Work,150134,070106,24
Work,150134,150101,1492
Work,150134,150102,7
Work,150134,150103,1003
Work,150134,150104,88
Work,150134,150105,165
Work,150134,150106,7
Work,150134,150107,11
Work,150134,150108,221
Work,150134,150109,9
Work,150134,150110,46
Work,150134,150111,136
Work,150134,150112,49
Work,150134,150113,469
Work,150134,150114,469
Work,150134,150115,3191
Work,150134,150116,382
Work,150134,150117,93
Work,150134,150118,112
Work,150134,150119,156
Work,150134,150120,155
Work,150134,150121,113
Work,150134,150122,838
Work,150134,150123,34
Work,150134,150124,12
Work,150134,150125,25
Work,150134,150126,2
Work,150134,150127,1
Work,150134,150128,83
Work,150134,150129,2
Work,150134,150130,1505
Work,150134,150131,1259
Work,150134,150132,230
Work,150134,150133,140
Work,150134,150134,8538
Work,150134,150135,80
Work,150134,150136,173
Work,150134,150137,463
Work,150134,150139,1
Work,150134,150140,953
Work,150134,150141,353
Work,150134,150142,155
Work,150134,150143,67
Work,150135,070101,21474
Work,150135,070102,1184
Work,150135,070103,761
Work,150135,070104,502
Work,150135,070105,185
Work,150135,070106,1871
Work,150135,070107,28
Work,150135,150101,27173
Work,150135,150102,404
Work,150135,150103,3288
Work,150135,150104,703
Work,150135,150105,3629
Work,150135,150106,1150
Work,150135,150107,65
Work,150135,150108,1880
Work,150135,150109,67
Work,150135,150110,4383
Work,150135,150111,857
Work,150135,150112,6081
Work,150135,150113,5709
Work,150135,150114,2055
Work,150135,150115,6697
Work,150135,150116,2943
Work,150135,150117,14426
Work,150135,150118,1060
Work,150135,150119,1101
Work,150135,150120,2249
Work,150135,150121,2493
Work,150135,150122,7016
Work,150135,150123,126
Work,150135,150124,82
Work,150135,150125,2755
Work,150135,150126,68
Work,150135,150127,31
Work,150135,150128,3006
Work,150135,150129,32
Work,150135,150130,3503
Work,150135,150131,9789
Work,150135,150132,2851
Work,150135,150133,658
Work,150135,150134,957
Work,150135,150135,110042
Work,150135,150136,5520
Work,150135,150137,2372
Work,150135,150138,3
Work,150135,150139,25
Work,150135,150140,4213
Work,150135,150141,2176
Work,150135,150142,834
Work,150135,150143,313
Work,150136,070101,5055
Work,150136,070102,951
Work,150136,070103,203
Work,150136,070104,532
Work,150136,070105,139
Work,150136,070106,318
Work,150136,070107,4
Work,150136,150101,5965
Work,150136,150102,44
Work,150136,150103,873
Work,150136,150104,300
Work,150136,150105,1059
Work,150136,150106,80
Work,150136,150107,15
Work,150136,150108,781
Work,150136,150109,16
Work,150136,150110,275
Work,150136,150111,183
Work,150136,150112,265
Work,150136,150113,2999
Work,150136,150114,869
Work,150136,150115,1478
Work,150136,150116,1176
Work,150136,150117,618
Work,150136,150118,176
Work,150136,150119,338
Work,150136,150120,2805
Work,150136,150121,1644
Work,150136,150122,4677
Work,150136,150123,58
Work,150136,150124,18
Work,150136,150125,192
Work,150136,150126,17
Work,150136,150127,2
Work,150136,150128,304
Work,150136,150129,10
Work,150136,150130,1672
Work,150136,150131,6400
Work,150136,150132,432
Work,150136,150133,159
Work,150136,150134,247
Work,150136,150135,699
Work,150136,150136,22354
Work,150136,150137,328
Work,150136,150138,4
Work,150136,150139,3
Work,150136,150140,1805
Work,150136,150141,976
Work,150136,150142,187
Work,150136,150143,74
Work,150137,070101,1024
Work,150137,070102,56
Work,150137,070103,18
Work,150137,070104,43
Work,150137,070105,15
Work,150137,070106,100
Work,150137,070107,3
Work,150137,150101,4876
Work,150137,150102,38
Work,150137,150103,8560
Work,150137,150104,116
Work,150137,150105,476
Work,150137,150106,75
Work,150137,150107,92
Work,150137,150108,620
Work,150137,150109,90
Work,150137,150110,185
Work,150137,150111,1729
Work,150137,150112,209
Work,150137,150113,867
Work,150137,150114,3590
Work,150137,150115,5597
Work,150137,150116,660
Work,150137,150117,489
Work,150137,150118,1169
Work,150137,150119,528
Work,150137,150120,316
Work,150137,150121,259
Work,150137,150122,1431
Work,150137,150123,176
Work,150137,150124,15
Work,150137,150125,192
Work,150137,150126,34
Work,150137,150127,4
Work,150137,150128,437
Work,150137,150129,13
Work,150137,150130,1463
Work,150137,150131,2004
Work,150137,150132,1472
Work,150137,150133,311
Work,150137,150134,1381
Work,150137,150135,421
Work,150137,150136,355
Work,150137,150137,40994
Work,150137,150139,5
Work,150137,150140,2014
Work,150137,150141,608
Work,150137,150142,399
Work,150137,150143,223
Work,150138,070101,1
Work,150138,070105,1
Work,150138,150101,7
Work,150138,150103,2
Work,150138,150104,3
Work,150138,150105,1
Work,150138,150107,3
Work,150138,150108,2
Work,150138,150111,1
Work,150138,150113,6
Work,150138,150114,5
Work,150138,150115,2
Work,150138,150116,1
Work,150138,150117,1
Work,150138,150119,41
Work,150138,150120,1
Work,150138,150122,10
Work,150138,150123,3
Work,150138,150124,4
Work,150138,150126,7
Work,150138,150127,2
Work,150138,150129,35
Work,150138,150130,5
Work,150138,150131,9
Work,150138,150132,3
Work,150138,150133,5
Work,150138,150134,1
Work,150138,150135,2
Work,150138,150136,1
Work,150138,150138,233
Work,150138,150139,1
Work,150138,150140,12
Work,150138,150141,3
Work,150138,150142,5
Work,150139,070101,543
Work,150139,070102,33
Work,150139,070103,26
Work,150139,070104,21
Work,150139,070105,10
Work,150139,070106,557
Work,150139,070107,9
Work,150139,150101,650
Work,150139,150102,385
Work,150139,150103,78
Work,150139,150104,24
Work,150139,150105,80
Work,150139,150106,73
Work,150139,150107,2
Work,150139,150108,48
Work,150139,150109,4
Work,150139,150110,216
Work,150139,150111,21
Work,150139,150112,135
Work,150139,150113,89
Work,150139,150114,68
Work,150139,150115,188
Work,150139,150116,46
Work,150139,150117,600
Work,150139,150118,36
Work,150139,150119,31
Work,150139,150120,37
Work,150139,150121,31
Work,150139,150122,145
Work,150139,150123,4
Work,150139,150124,2
Work,150139,150125,918
Work,150139,150126,4
Work,150139,150128,41
Work,150139,150129,4
Work,150139,150130,93
Work,150139,150131,164
Work,150139,150132,103
Work,150139,150133,50
Work,150139,150134,28
Work,150139,150135,292
Work,150139,150136,104
Work,150139,150137,67
Work,150139,150139,3488
Work,150139,150140,146
Work,150139,150141,45
Work,150139,150142,53
Work,150139,150143,15
Work,150140,070101,3149
Work,150140,070102,191
Work,150140,070103,81
Work,150140,070104,98
Work,150140,070105,79
Work,150140,070106,130
Work,150140,150101,7704
Work,150140,150102,48
Work,150140,150103,2866
Work,150140,150104,2501
Work,150140,150105,770
Work,150140,150106,57
Work,150140,150107,38
Work,150140,150108,4823
Work,150140,150109,59
Work,150140,150110,252
Work,150140,150111,434
Work,150140,150112,302
Work,150140,150113,3251
Work,150140,150114,3561
Work,150140,150115,3623
Work,150140,150116,1781
Work,150140,150117,608
Work,150140,150118,502
Work,150140,150119,1428
Work,150140,150120,1291
Work,150140,150121,680
Work,150140,150122,13411
Work,150140,150123,270
Work,150140,150124,74
Work,150140,150125,176
Work,150140,150126,88
Work,150140,150127,28
Work,150140,150128,409
Work,150140,150129,55
Work,150140,150130,5873
Work,150140,150131,15267
Work,150140,150132,956
Work,150140,150133,2824
Work,150140,150134,922
Work,150140,150135,543
Work,150140,150136,1215
Work,150140,150137,927
Work,150140,150138,7
Work,150140,150139,5
Work,150140,150140,57448
Work,150140,150141,4383
Work,150140,150142,1749
Work,150140,150143,1164
Work,150141,070101,707
Work,150141,070102,55
Work,150141,070103,13
Work,150141,070104,23
Work,150141,070105,8
Work,150141,070106,48
Work,150141,070107,1
Work,150141,150101,2326
Work,150141,150102,13
Work,150141,150103,556
Work,150141,150104,413
Work,150141,150105,245
Work,150141,150106,18
Work,150141,150107,13
Work,150141,150108,874
Work,150141,150109,13
Work,150141,150110,63
Work,150141,150111,100
Work,150141,150112,76
Work,150141,150113,909
Work,150141,150114,702
Work,150141,150115,1090
Work,150141,150116,597
Work,150141,150117,184
Work,150141,150118,85
Work,150141,150119,256
Work,150141,150120,390
Work,150141,150121,213
Work,150141,150122,4849
Work,150141,150123,75
Work,150141,150124,12
Work,150141,150125,43
Work,150141,150126,14
Work,150141,150127,3
Work,150141,150128,111
Work,150141,150129,11
Work,150141,150130,2198
Work,150141,150131,4512
Work,150141,150132,268
Work,150141,150133,383
Work,150141,150134,246
Work,150141,150135,138
Work,150141,150136,367
Work,150141,150137,224
Work,150141,150138,1
Work,150141,150139,1
Work,150141,150140,2558
Work,150141,150141,15726
Work,150141,150142,270
Work,150141,150143,162
Work,150142,070101,1337
Work,150142,070102,61
Work,150142,070103,28
Work,150142,070104,55
Work,150142,070105,23
Work,150142,070106,108
Work,150142,070107,1
Work,150142,150101,6098
Work,150142,150102,103
Work,150142,150103,2192
Work,150142,150104,936
Work,150142,150105,570
Work,150142,150106,74
Work,150142,150107,43
Work,150142,150108,5581
Work,150142,150109,72
Work,150142,150110,232
Work,150142,150111,346
Work,150142,150112,164
Work,150142,150113,1164
Work,150142,150114,1882
Work,150142,150115,4455
Work,150142,150116,1070
Work,150142,150117,482
Work,150142,150118,540
Work,150142,150119,5422
Work,150142,150120,642
Work,150142,150121,365
Work,150142,150122,6431
Work,150142,150123,699
Work,150142,150124,118
Work,150142,150125,223
Work,150142,150126,397
Work,150142,150127,100
Work,150142,150128,375
Work,150142,150129,132
Work,150142,150130,4018
Work,150142,150131,4863
Work,150142,150132,1052
Work,150142,150133,6123
Work,150142,150134,1255
Work,150142,150135,404
Work,150142,150136,585
Work,150142,150137,1754
Work,150142,150138,3
Work,150142,150139,5
Work,150142,150140,9029
Work,150142,150141,3296
Work,150142,150142,83308
Work,150142,150143,4413
Work,150143,070101,1462
Work,150143,070102,57
Work,150143,070103,26
Work,150143,070104,43
Work,150143,070105,27
Work,150143,070106,130
Work,150143,150101,5432
Work,150143,150102,73
Work,150143,150103,2288
Work,150143,150104,1231
Work,150143,150105,598
Work,150143,150106,104
Work,150143,150107,46
Work,150143,150108,5367
Work,150143,150109,94
Work,150143,150110,219
Work,150143,150111,354
Work,150143,150112,183
Work,150143,150113,1328
Work,150143,150114,2492
Work,150143,150115,4091
Work,150143,150116,1310
Work,150143,150117,510
Work,150143,150118,471
Work,150143,150119,3880
Work,150143,150120,668
Work,150143,150121,424
Work,150143,150122,8560
Work,150143,150123,748
Work,150143,150124,90
Work,150143,150125,190
Work,150143,150126,244
Work,150143,150127,70
Work,150143,150128,322
Work,150143,150129,111
Work,150143,150130,5137
Work,150143,150131,5827
Work,150143,150132,1143
Work,150143,150133,9288
Work,150143,150134,1186
Work,150143,150135,425
Work,150143,150136,679
Work,150143,150137,1596
Work,150143,150138,5
Work,150143,150139,1
Work,150143,150140,13017
Work,150143,150141,4494
Work,150143,150142,8949
Work,150143,150143,69069
